Gene	Description	GeneSeurat	GeneDescription	Chromosome	PosStart	PosEnd	Strand	GeneDescription2
PBANKA_0524300	tryptophan-rich protein	PBANKA-0524300	PBANKA_0524300 - tryptophan-rich protein	PbANKA_05_v3	894066	895250	-	tryptophan-rich protein - PBANKA_0524300
PBANKA_0816300	heptatricopeptide repeat-containing protein, putative	PBANKA-0816300	PBANKA_0816300 - heptatricopeptide repeat-containing protein, putative	PbANKA_08_v3	670995	673058	-	heptatricopeptide repeat-containing protein, putative - PBANKA_0816300
PBANKA_0933600	dynein light chain Tctex-type, putative	PBANKA-0933600	PBANKA_0933600 - dynein light chain Tctex-type, putative	PbANKA_09_v3	1221092	1221811	-	dynein light chain Tctex-type, putative - PBANKA_0933600
PBANKA_0831300	peptidyl-prolyl cis-trans isomerase, putative	PBANKA-0831300	PBANKA_0831300 - peptidyl-prolyl cis-trans isomerase, putative	PbANKA_08_v3	1185960	1188370	-	peptidyl-prolyl cis-trans isomerase, putative - PBANKA_0831300
PBANKA_0716100	conserved Plasmodium protein, unknown function	PBANKA-0716100	PBANKA_0716100 - conserved Plasmodium protein, unknown function	PbANKA_07_v3	592744	597471	-	conserved Plasmodium protein, unknown function - PBANKA_0716100
PBANKA_0108400	conserved Plasmodium protein, unknown function	PBANKA-0108400	PBANKA_0108400 - conserved Plasmodium protein, unknown function	PbANKA_01_v3	347207	352450	+	conserved Plasmodium protein, unknown function - PBANKA_0108400
PBANKA_0109600	ATP synthase-associated protein, putative	PBANKA-0109600	PBANKA_0109600 - ATP synthase-associated protein, putative	PbANKA_01_v3	381814	382954	+	ATP synthase-associated protein, putative - PBANKA_0109600
PBANKA_0701500	prohibitin 1	PBANKA-0701500	PBANKA_0701500 - prohibitin 1	PbANKA_07_v3	99265	100083	-	prohibitin 1 - PBANKA_0701500
PBANKA_0401200	ABC transporter B family member 4, putative	PBANKA-0401200	PBANKA_0401200 - ABC transporter B family member 4, putative	PbANKA_04_v3	40580	44404	+	ABC transporter B family member 4, putative - PBANKA_0401200
PBANKA_1016200	protein kinase, putative	PBANKA-1016200	PBANKA_1016200 - protein kinase, putative	PbANKA_10_v3	694757	701057	-	protein kinase, putative - PBANKA_1016200
PBANKA_0710200	conserved protein, unknown function	PBANKA-0710200	PBANKA_0710200 - conserved protein, unknown function	PbANKA_07_v3	392940	394555	-	conserved protein, unknown function - PBANKA_0710200
PBANKA_1001000	conserved Plasmodium protein, unknown function	PBANKA-1001000	PBANKA_1001000 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	75379	85747	+	conserved Plasmodium protein, unknown function - PBANKA_1001000
PBANKA_1029100	conserved Plasmodium protein, unknown function	PBANKA-1029100	PBANKA_1029100 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	1185153	1185695	-	conserved Plasmodium protein, unknown function - PBANKA_1029100
PBANKA_0510400	conserved protein, unknown function	PBANKA-0510400	PBANKA_0510400 - conserved protein, unknown function	PbANKA_05_v3	424563	426131	-	conserved protein, unknown function - PBANKA_0510400
PBANKA_1136400	ER membrane protein complex subunit 3, putative	PBANKA-1136400	PBANKA_1136400 - ER membrane protein complex subunit 3, putative	PbANKA_11_v3	1370190	1371609	-	ER membrane protein complex subunit 3, putative - PBANKA_1136400
PBANKA_0712300	zinc finger protein, putative	PBANKA-0712300	PBANKA_0712300 - zinc finger protein, putative	PbANKA_07_v3	471059	471887	-	zinc finger protein, putative - PBANKA_0712300
PBANKA_1305000	conserved Plasmodium protein, unknown function	PBANKA-1305000	PBANKA_1305000 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	260191	260883	-	conserved Plasmodium protein, unknown function - PBANKA_1305000
PBANKA_1326400	glyceraldehyde-3-phosphate dehydrogenase	PBANKA-1326400	PBANKA_1326400 - glyceraldehyde-3-phosphate dehydrogenase	PbANKA_13_v3	1039995	1041245	+	glyceraldehyde-3-phosphate dehydrogenase - PBANKA_1326400
PBANKA_1200031	PIR protein	PBANKA-1200031	PBANKA_1200031 - PIR protein	PbANKA_12_v3	6743	7937	-	PIR protein - PBANKA_1200031
PBANKA_0404800	FAD-dependent glycerol-3-phosphate dehydrogenase, putative	PBANKA-0404800	PBANKA_0404800 - FAD-dependent glycerol-3-phosphate dehydrogenase, putative	PbANKA_04_v3	181072	182955	+	FAD-dependent glycerol-3-phosphate dehydrogenase, putative - PBANKA_0404800
PBANKA_1040100	choline kinase	PBANKA-1040100	PBANKA_1040100 - choline kinase	PbANKA_10_v3	1597122	1598447	-	choline kinase - PBANKA_1040100
PBANKA_1000700	regulator of chromosome condensation, putative	PBANKA-1000700	PBANKA_1000700 - regulator of chromosome condensation, putative	PbANKA_10_v3	68912	70606	-	regulator of chromosome condensation, putative - PBANKA_1000700
PBANKA_1317500	glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase, putative	PBANKA-1317500	PBANKA_1317500 - glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase, putative	PbANKA_13_v3	736679	739531	-	glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase, putative - PBANKA_1317500
PBANKA_0211700	conserved Plasmodium protein, unknown function	PBANKA-0211700	PBANKA_0211700 - conserved Plasmodium protein, unknown function	PbANKA_02_v3	420929	424258	+	conserved Plasmodium protein, unknown function - PBANKA_0211700
PBANKA_1236300	ATP-dependent RNA helicase DDX1, putative	PBANKA-1236300	PBANKA_1236300 - ATP-dependent RNA helicase DDX1, putative	PbANKA_12_v3	1382422	1384851	+	ATP-dependent RNA helicase DDX1, putative - PBANKA_1236300
PBANKA_0817000	major facilitator superfamily domain-containing protein, putative	PBANKA-0817000	PBANKA_0817000 - major facilitator superfamily domain-containing protein, putative	PbANKA_08_v3	690057	694158	-	major facilitator superfamily domain-containing protein, putative - PBANKA_0817000
PBANKA_1417000	conserved Plasmodium protein, unknown function	PBANKA-1417000	PBANKA_1417000 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	678086	679899	+	conserved Plasmodium protein, unknown function - PBANKA_1417000
PBANKA_1300500	tubulin epsilon chain, putative	PBANKA-1300500	PBANKA_1300500 - tubulin epsilon chain, putative	PbANKA_13_v3	45211	46713	-	tubulin epsilon chain, putative - PBANKA_1300500
PBANKA_0413500	conserved Plasmodium protein, unknown function	PBANKA-0413500	PBANKA_0413500 - conserved Plasmodium protein, unknown function	PbANKA_04_v3	484860	488050	+	conserved Plasmodium protein, unknown function - PBANKA_0413500
PBANKA_0830000	RNA-binding protein, putative	PBANKA-0830000	PBANKA_0830000 - RNA-binding protein, putative	PbANKA_08_v3	1139163	1140581	+	RNA-binding protein, putative - PBANKA_0830000
PBANKA_0303400	RNA-binding protein, putative	PBANKA-0303400	PBANKA_0303400 - RNA-binding protein, putative	PbANKA_03_v3	104205	105369	+	RNA-binding protein, putative - PBANKA_0303400
PBANKA_1015600	apicoplast ribosomal protein L15 precursor, putative	PBANKA-1015600	PBANKA_1015600 - apicoplast ribosomal protein L15 precursor, putative	PbANKA_10_v3	680941	682593	-	apicoplast ribosomal protein L15 precursor, putative - PBANKA_1015600
PBANKA_1235800	conserved protein, unknown function	PBANKA-1235800	PBANKA_1235800 - conserved protein, unknown function	PbANKA_12_v3	1368934	1369944	+	conserved protein, unknown function - PBANKA_1235800
PBANKA_0700300	PIR protein	PBANKA-0700300	PBANKA_0700300 - PIR protein	PbANKA_07_v3	34088	35364	-	PIR protein - PBANKA_0700300
PBANKA_0401800	HAD superfamily protein, putative	PBANKA-0401800	PBANKA_0401800 - HAD superfamily protein, putative	PbANKA_04_v3	68998	73498	+	HAD superfamily protein, putative - PBANKA_0401800
PBANKA_0815300	met-10+ like protein, putative	PBANKA-0815300	PBANKA_0815300 - met-10+ like protein, putative	PbANKA_08_v3	641262	643612	-	met-10+ like protein, putative - PBANKA_0815300
PBANKA_1428700	eukaryotic translation initiation factor 3 subunit A, putative	PBANKA-1428700	PBANKA_1428700 - eukaryotic translation initiation factor 3 subunit A, putative	PbANKA_14_v3	1114547	1118338	-	eukaryotic translation initiation factor 3 subunit A, putative - PBANKA_1428700
PBANKA_0610700	conserved Plasmodium protein, unknown function	PBANKA-0610700	PBANKA_0610700 - conserved Plasmodium protein, unknown function	PbANKA_06_v3	481308	482263	-	conserved Plasmodium protein, unknown function - PBANKA_0610700
PBANKA_0803100	DNA replication licensing factor MCM7, putative	PBANKA-0803100	PBANKA_0803100 - DNA replication licensing factor MCM7, putative	PbANKA_08_v3	172519	175002	-	DNA replication licensing factor MCM7, putative - PBANKA_0803100
PBANKA_0607800	cytosolic iron-sulfur protein assembly protein 1, putative	PBANKA-0607800	PBANKA_0607800 - cytosolic iron-sulfur protein assembly protein 1, putative	PbANKA_06_v3	379545	381464	+	cytosolic iron-sulfur protein assembly protein 1, putative - PBANKA_0607800
PBANKA_1236900	transcription initiation factor TFIID subunit 10, putative	PBANKA-1236900	PBANKA_1236900 - transcription initiation factor TFIID subunit 10, putative	PbANKA_12_v3	1400267	1400967	+	transcription initiation factor TFIID subunit 10, putative - PBANKA_1236900
PBANKA_1405700	DnaJ protein, putative	PBANKA-1405700	PBANKA_1405700 - DnaJ protein, putative	PbANKA_14_v3	278148	279065	-	DnaJ protein, putative - PBANKA_1405700
PBANKA_0925900	conserved Plasmodium protein, unknown function	PBANKA-0925900	PBANKA_0925900 - conserved Plasmodium protein, unknown function	PbANKA_09_v3	959999	963361	-	conserved Plasmodium protein, unknown function - PBANKA_0925900
PBANKA_1310900	conserved Plasmodium protein, unknown function	PBANKA-1310900	PBANKA_1310900 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	494692	495338	-	conserved Plasmodium protein, unknown function - PBANKA_1310900
PBANKA_0507100	CDGSH iron-sulfur domain-containing protein, putative	PBANKA-0507100	PBANKA_0507100 - CDGSH iron-sulfur domain-containing protein, putative	PbANKA_05_v3	298175	299062	-	CDGSH iron-sulfur domain-containing protein, putative - PBANKA_0507100
PBANKA_1031200	DnaJ protein, putative	PBANKA-1031200	PBANKA_1031200 - DnaJ protein, putative	PbANKA_10_v3	1256183	1258363	-	DnaJ protein, putative - PBANKA_1031200
PBANKA_1426800	conserved Plasmodium protein, unknown function	PBANKA-1426800	PBANKA_1426800 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	1033268	1034400	+	conserved Plasmodium protein, unknown function - PBANKA_1426800
PBANKA_1338800	conserved protein, unknown function	PBANKA-1338800	PBANKA_1338800 - conserved protein, unknown function	PbANKA_13_v3	1520556	1521872	+	conserved protein, unknown function - PBANKA_1338800
PBANKA_1200011	fam-a protein, pseudogene	PBANKA-1200011	PBANKA_1200011 - fam-a protein, pseudogene	PbANKA_12_v3	45	1034	+	fam-a protein, pseudogene - PBANKA_1200011
PBANKA_1244051	tRNA Arginine	PBANKA-1244051	PBANKA_1244051 - tRNA Arginine	PbANKA_12_v3	1656568	1656640	+	tRNA Arginine - PBANKA_1244051
PBANKA_0501900	conserved Plasmodium protein, unknown function	PBANKA-0501900	PBANKA_0501900 - conserved Plasmodium protein, unknown function	PbANKA_05_v3	72608	74221	+	conserved Plasmodium protein, unknown function - PBANKA_0501900
PBANKA_0901100	serine/threonine protein kinase, putative	PBANKA-0901100	PBANKA_0901100 - serine/threonine protein kinase, putative	PbANKA_09_v3	23761	27708	+	serine/threonine protein kinase, putative - PBANKA_0901100
PBANKA_1015800	conserved Plasmodium protein, unknown function	PBANKA-1015800	PBANKA_1015800 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	686027	689104	+	conserved Plasmodium protein, unknown function - PBANKA_1015800
PBANKA_1112000	conserved Plasmodium protein, unknown function	PBANKA-1112000	PBANKA_1112000 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	480784	481458	+	conserved Plasmodium protein, unknown function - PBANKA_1112000
PBANKA_1410800	mitochondrial ribosomal protein S35 precursor, putative	PBANKA-1410800	PBANKA_1410800 - mitochondrial ribosomal protein S35 precursor, putative	PbANKA_14_v3	452531	453349	-	mitochondrial ribosomal protein S35 precursor, putative - PBANKA_1410800
PBANKA_1403400	DNA-directed RNA polymerase II subunit RPB11, putative	PBANKA-1403400	PBANKA_1403400 - DNA-directed RNA polymerase II subunit RPB11, putative	PbANKA_14_v3	202404	203513	+	DNA-directed RNA polymerase II subunit RPB11, putative - PBANKA_1403400
PBANKA_1004000	cytosolic glyoxalase II, putative	PBANKA-1004000	PBANKA_1004000 - cytosolic glyoxalase II, putative	PbANKA_10_v3	232788	234603	+	cytosolic glyoxalase II, putative - PBANKA_1004000
PBANKA_0205700	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative	PBANKA-0205700	PBANKA_0205700 - dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative	PbANKA_02_v3	191198	192460	-	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative - PBANKA_0205700
PBANKA_0409900	heptatricopeptide repeat-containing protein, putative	PBANKA-0409900	PBANKA_0409900 - heptatricopeptide repeat-containing protein, putative	PbANKA_04_v3	366592	368562	-	heptatricopeptide repeat-containing protein, putative - PBANKA_0409900
PBANKA_MIT00200	unspecified product	PBANKA-MIT00200	PBANKA_MIT00200 - unspecified product	PbANKA_MIT_v3	32	69	+	unspecified product - PBANKA_MIT00200
PBANKA_1330200	conserved Plasmodium protein, unknown function	PBANKA-1330200	PBANKA_1330200 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	1226866	1229535	+	conserved Plasmodium protein, unknown function - PBANKA_1330200
PBANKA_0917200	RNA-binding protein s1, putative	PBANKA-0917200	PBANKA_0917200 - RNA-binding protein s1, putative	PbANKA_09_v3	649954	650388	+	RNA-binding protein s1, putative - PBANKA_0917200
PBANKA_0804800	mediator of RNA polymerase II transcription subunit 10, putative	PBANKA-0804800	PBANKA_0804800 - mediator of RNA polymerase II transcription subunit 10, putative	PbANKA_08_v3	253001	253774	+	mediator of RNA polymerase II transcription subunit 10, putative - PBANKA_0804800
PBANKA_0524400	tryptophan-rich protein	PBANKA-0524400	PBANKA_0524400 - tryptophan-rich protein	PbANKA_05_v3	897165	898375	-	tryptophan-rich protein - PBANKA_0524400
PBANKA_0919400	conserved protein, unknown function	PBANKA-0919400	PBANKA_0919400 - conserved protein, unknown function	PbANKA_09_v3	720749	723015	-	conserved protein, unknown function - PBANKA_0919400
PBANKA_0315600	40S ribosomal protein S30, putative	PBANKA-0315600	PBANKA_0315600 - 40S ribosomal protein S30, putative	PbANKA_03_v3	540466	540936	+	40S ribosomal protein S30, putative - PBANKA_0315600
PBANKA_0405310	small nucleolar RNA snoR03	PBANKA-0405310	PBANKA_0405310 - small nucleolar RNA snoR03	PbANKA_04_v3	193746	193885	+	small nucleolar RNA snoR03 - PBANKA_0405310
PBANKA_1205600	conserved protein, unknown function	PBANKA-1205600	PBANKA_1205600 - conserved protein, unknown function	PbANKA_12_v3	223682	224341	+	conserved protein, unknown function - PBANKA_1205600
PBANKA_1122000	nuclear polyadenylated RNA-binding protein NAB2, putative	PBANKA-1122000	PBANKA_1122000 - nuclear polyadenylated RNA-binding protein NAB2, putative	PbANKA_11_v3	818206	822286	-	nuclear polyadenylated RNA-binding protein NAB2, putative - PBANKA_1122000
PBANKA_1312700	gamete egress and sporozoite traversal protein	PBANKA-1312700	PBANKA_1312700 - gamete egress and sporozoite traversal protein	PbANKA_13_v3	547285	548389	-	gamete egress and sporozoite traversal protein - PBANKA_1312700
PBANKA_1357100	TLD domain-containing protein, putative, pseudogene	PBANKA-1357100	PBANKA_1357100 - TLD domain-containing protein, putative, pseudogene	PbANKA_13_v3	2175544	2177731	+	TLD domain-containing protein, putative, pseudogene - PBANKA_1357100
PBANKA_1431500	radial spoke head protein 9, putative	PBANKA-1431500	PBANKA_1431500 - radial spoke head protein 9, putative	PbANKA_14_v3	1193252	1194331	+	radial spoke head protein 9, putative - PBANKA_1431500
PBANKA_0511000	biotin--protein ligase 1	PBANKA-0511000	PBANKA_0511000 - biotin--protein ligase 1	PbANKA_05_v3	444728	445591	+	biotin--protein ligase 1 - PBANKA_0511000
PBANKA_0815500	conserved Plasmodium protein, unknown function	PBANKA-0815500	PBANKA_0815500 - conserved Plasmodium protein, unknown function	PbANKA_08_v3	648109	652724	-	conserved Plasmodium protein, unknown function - PBANKA_0815500
PBANKA_1432300	cell traversal protein for ookinetes and sporozoites	PBANKA-1432300	PBANKA_1432300 - cell traversal protein for ookinetes and sporozoites	PbANKA_14_v3	1213273	1213830	-	cell traversal protein for ookinetes and sporozoites - PBANKA_1432300
PBANKA_1351000	1-deoxy-D-xylulose 5-phosphate synthase, putative	PBANKA-1351000	PBANKA_1351000 - 1-deoxy-D-xylulose 5-phosphate synthase, putative	PbANKA_13_v3	1938994	1942086	+	1-deoxy-D-xylulose 5-phosphate synthase, putative - PBANKA_1351000
PBANKA_1237100	conserved Plasmodium protein, unknown function	PBANKA-1237100	PBANKA_1237100 - conserved Plasmodium protein, unknown function	PbANKA_12_v3	1406018	1433344	+	conserved Plasmodium protein, unknown function - PBANKA_1237100
PBANKA_0607500	mago-binding protein, putative	PBANKA-0607500	PBANKA_0607500 - mago-binding protein, putative	PbANKA_06_v3	368568	369181	-	mago-binding protein, putative - PBANKA_0607500
PBANKA_1302300	metacaspase-2, putative	PBANKA-1302300	PBANKA_1302300 - metacaspase-2, putative	PbANKA_13_v3	142573	149070	+	metacaspase-2, putative - PBANKA_1302300
PBANKA_0600800	cytochrome c oxidase assembly protein COX19, putative	PBANKA-0600800	PBANKA_0600800 - cytochrome c oxidase assembly protein COX19, putative	PbANKA_06_v3	97292	97924	-	cytochrome c oxidase assembly protein COX19, putative - PBANKA_0600800
